entry_id,employee_id,project_id,entry_date,hours,billable_status
7222,73,18,2023-02-14,3.2,Billable
7223,73,18,2023-02-16,3.6,Billable
7224,73,18,2023-02-17,3.7,Billable
7225,73,18,2023-02-20,3.5,Billable
7226,73,18,2023-02-21,3.6,Billable
7227,73,18,2023-02-22,3.3,Billable
7228,73,18,2023-02-23,3.7,Billable
7229,73,18,2023-02-24,3.8,Billable
7230,73,18,2023-02-28,3.6,Billable
7231,73,18,2023-03-01,4.4,Billable
7232,73,18,2023-03-03,4.2,Billable
7233,73,18,2023-03-06,3.3,Billable
7234,73,18,2023-03-07,4.3,Billable
7235,73,18,2023-03-08,3.4,Billable
7236,73,18,2023-03-10,3.8,Billable
7237,73,18,2023-03-13,3.8,Billable
7238,73,18,2023-03-14,3.3,Billable
7239,73,18,2023-03-15,3.8,Billable
7240,73,18,2023-03-16,4.0,Billable
7241,73,18,2023-03-17,3.7,Billable
7242,73,18,2023-03-20,3.9,Billable
7243,73,18,2023-03-21,3.4,Billable
7244,73,18,2023-03-22,3.4,Billable
7245,73,18,2023-03-23,4.2,Billable
7246,73,18,2023-03-24,3.5,Billable
7247,73,18,2023-03-27,3.5,Billable
7248,73,18,2023-03-28,4.2,Billable
7249,73,18,2023-03-29,3.7,Billable
7250,73,18,2023-03-30,3.9,Billable
7251,73,18,2023-03-31,4.3,Billable
7252,73,18,2023-04-03,4.3,Billable
7253,73,18,2023-04-04,3.4,Billable
7254,73,18,2023-04-05,4.3,Billable
7255,73,18,2023-04-06,3.9,Billable
7256,73,18,2023-04-07,3.3,Billable
7257,73,18,2023-04-10,4.1,Billable
7258,73,18,2023-04-11,3.2,Billable
7259,73,18,2023-04-12,3.4,Billable
7260,73,18,2023-04-13,3.4,Billable
7261,17,19,2022-07-11,3.7,Billable
7262,17,19,2022-07-13,3.7,Billable
7263,17,19,2022-07-14,4.4,Billable
7264,17,19,2022-07-15,4.3,Billable
7265,17,19,2022-07-18,4.1,Billable
7266,17,19,2022-07-19,3.8,Billable
7267,17,19,2022-07-20,4.3,Billable
7268,17,19,2022-07-25,4.4,Billable
7269,17,19,2022-07-26,4.5,Billable
7270,17,19,2022-07-27,3.9,Billable
7271,17,19,2022-08-01,4.2,Billable
7272,17,19,2022-08-02,4.7,Billable
7273,17,19,2022-08-03,3.7,Billable
7274,17,19,2022-08-04,4.5,Billable
7275,17,19,2022-08-05,4.6,Billable
7276,17,19,2022-08-08,3.7,Billable
7277,17,19,2022-08-09,3.5,Non-billable
7278,17,19,2022-08-11,4.6,Billable
7279,17,19,2022-08-15,3.9,Billable
7280,17,19,2022-08-16,4.0,Billable
7281,17,19,2022-08-17,4.0,Non-billable
7282,17,19,2022-08-18,3.8,Billable
7283,17,19,2022-08-23,4.1,Billable
7284,17,19,2022-08-24,3.9,Billable
7285,17,19,2022-08-25,4.5,Billable
7286,17,19,2022-08-29,4.0,Billable
7287,17,19,2022-08-30,4.5,Billable
7288,17,19,2022-08-31,4.4,Non-billable
7289,17,19,2022-09-01,4.5,Billable
7290,17,19,2022-09-02,4.7,Billable
7291,17,19,2022-09-05,4.0,Billable
7292,17,19,2022-09-06,4.5,Billable
7293,17,19,2022-09-07,5.0,Billable
7294,17,19,2022-09-08,5.0,Billable
7295,17,19,2022-09-09,4.5,Billable
7296,17,19,2022-09-13,3.9,Billable
7297,17,19,2022-09-14,5.2,Billable
7298,17,19,2022-09-15,4.7,Billable
7299,17,19,2022-09-16,4.5,Billable
7300,17,19,2022-09-19,4.4,Non-billable
7301,17,19,2022-09-20,4.9,Billable
7302,17,19,2022-09-21,5.3,Billable
7303,17,19,2022-09-22,4.2,Non-billable
7304,17,19,2022-09-23,4.4,Billable
7305,17,19,2022-09-26,5.0,Billable
7306,17,19,2022-09-27,5.1,Billable
7307,17,19,2022-09-28,4.8,Billable
7308,17,19,2022-09-30,4.4,Billable
7309,17,19,2022-10-03,4.3,Billable
7310,17,19,2022-10-05,4.5,Billable
7311,17,19,2022-10-06,4.4,Billable
7312,17,19,2022-10-07,4.8,Billable
7313,17,19,2022-10-10,5.3,Billable
7314,17,19,2022-10-11,4.9,Billable
7315,17,19,2022-10-12,4.5,Billable
7316,17,19,2022-10-13,5.0,Billable
7317,17,19,2022-10-14,4.4,Billable
7318,17,19,2022-10-17,4.5,Billable
7319,17,19,2022-10-18,4.8,Billable
7320,17,19,2022-10-19,5.0,Billable
7321,17,19,2022-10-20,4.1,Billable
7322,17,19,2022-10-21,4.2,Billable
7323,17,19,2022-10-24,3.9,Billable
7324,17,19,2022-10-25,4.5,Billable
7325,17,19,2022-10-26,5.3,Billable
7326,17,19,2022-10-28,4.6,Non-billable
7327,17,19,2022-10-31,4.2,Billable
7328,17,19,2022-11-01,3.9,Non-billable
7329,17,19,2022-11-02,4.7,Billable
7330,17,19,2022-11-03,4.9,Billable
7331,17,19,2022-11-04,4.3,Billable
7332,17,19,2022-11-07,4.9,Billable
7333,17,19,2022-11-08,3.9,Billable
7334,17,19,2022-11-09,4.0,Billable
7335,17,19,2022-11-10,4.2,Billable
7336,17,19,2022-11-11,4.6,Billable
7337,17,19,2022-11-14,3.9,Billable
7338,17,19,2022-11-15,4.2,Billable
7339,17,19,2022-11-16,4.6,Billable
7340,17,19,2022-11-17,4.0,Billable
7341,17,19,2022-11-18,5.2,Billable
7342,17,19,2022-11-21,4.4,Non-billable
7343,17,19,2022-11-22,4.1,Billable
7344,17,19,2022-11-23,4.4,Billable
7345,17,19,2022-11-24,5.0,Billable
7346,17,19,2022-11-25,4.3,Non-billable
7347,17,19,2022-11-28,4.7,Non-billable
7348,17,19,2022-11-29,4.9,Billable
7349,17,19,2022-12-06,3.3,Billable
7350,17,19,2022-12-07,3.6,Non-billable
7351,17,19,2022-12-08,3.4,Billable
7352,17,19,2022-12-09,4.6,Billable
7353,17,19,2022-12-12,4.5,Billable
7354,17,19,2022-12-13,4.2,Billable
7355,17,19,2022-12-15,3.9,Billable
7356,17,19,2022-12-16,3.9,Billable
7357,17,19,2022-12-19,3.6,Billable
7358,17,19,2022-12-20,3.3,Billable
7359,17,19,2022-12-21,3.7,Billable
7360,17,19,2022-12-22,4.1,Billable
7361,17,19,2022-12-26,4.2,Non-billable
7362,17,19,2022-12-28,4.5,Billable
7363,17,19,2022-12-29,3.6,Billable
7364,17,19,2022-12-30,3.5,Billable
7365,17,19,2023-01-03,4.3,Billable
7366,17,19,2023-01-04,4.4,Billable
7367,17,19,2023-01-05,5.1,Non-billable
7368,17,19,2023-01-06,4.9,Billable
7369,17,19,2023-01-09,5.1,Billable
7370,17,19,2023-01-10,4.6,Non-billable
7371,17,19,2023-01-11,3.9,Billable
7372,17,19,2023-01-13,5.0,Billable
7373,17,19,2023-01-16,4.3,Non-billable
7374,17,19,2023-01-17,3.9,Billable
7375,17,19,2023-01-19,5.0,Billable
7376,17,19,2023-01-20,4.5,Billable
7377,17,19,2023-01-23,4.2,Billable
7378,17,19,2023-01-24,5.1,Billable
7379,17,19,2023-01-25,4.4,Billable
7380,17,19,2023-01-26,5.2,Billable
7381,17,19,2023-01-27,4.3,Billable
7382,17,19,2023-01-31,4.1,Billable
7383,17,19,2023-02-01,4.4,Billable
7384,17,19,2023-02-02,5.3,Billable
7385,17,19,2023-02-03,4.3,Billable
7386,17,19,2023-02-06,5.2,Billable
7387,17,19,2023-02-07,4.8,Billable
7388,17,19,2023-02-08,4.8,Billable
7389,17,19,2023-02-09,4.5,Billable
7390,17,19,2023-02-10,4.8,Billable
7391,17,19,2023-02-13,5.0,Billable
7392,17,19,2023-02-15,5.1,Billable
7393,17,19,2023-02-16,4.5,Billable
7394,17,19,2023-02-17,4.1,Billable
7395,17,19,2023-02-20,5.1,Billable
7396,17,19,2023-02-22,5.2,Billable
7397,17,19,2023-02-23,4.3,Billable
7398,17,19,2023-02-24,4.3,Billable
7399,17,19,2023-02-27,4.9,Billable
7400,17,19,2023-02-28,4.3,Billable
7401,17,19,2023-03-02,4.8,Billable
7402,17,19,2023-03-03,4.9,Billable
7403,17,19,2023-03-07,4.3,Billable
7404,17,19,2023-03-08,4.0,Billable
7405,17,19,2023-03-09,4.9,Billable
7406,17,19,2023-03-10,4.3,Billable
7407,17,19,2023-03-13,4.7,Non-billable
7408,17,19,2023-03-14,4.4,Billable
7409,17,19,2023-03-15,4.0,Billable
7410,17,19,2023-03-16,5.1,Billable
7411,17,19,2023-03-17,5.3,Billable
7412,17,19,2023-03-20,3.9,Billable
7413,17,19,2023-03-21,4.0,Billable
7414,17,19,2023-03-22,4.2,Billable
7415,17,19,2023-03-23,3.9,Billable
7416,17,19,2023-03-24,3.9,Billable
7417,17,19,2023-03-27,3.9,Billable
7418,17,19,2023-03-29,5.1,Non-billable
7419,17,19,2023-03-30,4.2,Billable
7420,17,19,2023-03-31,5.1,Billable
7421,17,19,2023-04-03,4.5,Billable
7422,17,19,2023-04-04,3.9,Billable
7423,17,19,2023-04-05,4.8,Billable
7424,17,19,2023-04-06,5.2,Billable
7425,17,19,2023-04-07,4.1,Billable
7426,17,19,2023-04-10,5.1,Billable
7427,17,19,2023-04-11,4.4,Billable
7428,22,19,2022-06-06,1.9,Billable
7429,22,19,2022-06-07,1.9,Billable
7430,22,19,2022-06-08,1.7,Billable
7431,22,19,2022-06-09,1.7,Billable
7432,22,19,2022-06-10,1.9,Billable
7433,22,19,2022-06-13,1.8,Billable
7434,22,19,2022-06-14,2.0,Billable
7435,22,19,2022-06-15,1.8,Billable
7436,22,19,2022-06-16,2.0,Billable
7437,22,19,2022-06-17,1.6,Billable
7438,22,19,2022-06-20,2.0,Billable
7439,22,19,2022-06-21,1.9,Billable
7440,22,19,2022-06-22,1.5,Billable
7441,22,19,2022-06-23,1.6,Billable
7442,22,19,2022-06-24,1.5,Billable
7443,22,19,2022-06-28,1.6,Billable
7444,22,19,2022-06-30,1.9,Billable
7445,22,19,2022-07-01,1.8,Billable
7446,22,19,2022-07-04,1.6,Billable
7447,22,19,2022-07-05,2.0,Billable
7448,22,19,2022-07-06,1.8,Billable
7449,22,19,2022-07-07,1.6,Billable
7450,22,19,2022-07-08,1.9,Billable
7451,22,19,2022-07-11,2.0,Billable
7452,22,19,2022-07-12,1.7,Billable
7453,22,19,2022-07-13,1.8,Billable
7454,22,19,2022-07-14,2.2,Billable
7455,22,19,2022-07-15,1.9,Billable
7456,22,19,2022-07-19,1.9,Billable
7457,22,19,2022-07-20,1.9,Billable
7458,22,19,2022-07-21,1.7,Billable
7459,22,19,2022-07-22,1.7,Billable
7460,22,19,2022-07-25,1.9,Billable
7461,22,19,2022-07-26,2.1,Billable
7462,22,19,2022-07-27,1.7,Billable
7463,22,19,2022-07-29,1.9,Non-billable
7464,22,19,2022-08-03,1.6,Billable
7465,22,19,2022-08-04,2.1,Billable
7466,22,19,2022-08-05,1.7,Billable
7467,22,19,2022-08-09,1.9,Billable
7468,22,19,2022-08-10,2.1,Billable
7469,22,19,2022-08-11,1.6,Billable
7470,22,19,2022-08-12,2.1,Non-billable
7471,22,19,2022-08-15,2.2,Billable
7472,22,19,2022-08-16,1.9,Billable
7473,22,19,2022-08-17,1.9,Billable
7474,22,19,2022-08-18,1.7,Billable
7475,22,19,2022-08-22,1.6,Billable
7476,22,19,2022-08-23,2.0,Billable
7477,22,19,2022-08-24,2.0,Billable
7478,22,19,2022-08-25,2.1,Billable
7479,22,19,2022-08-26,1.7,Billable
7480,22,19,2022-08-29,1.7,Billable
7481,22,19,2022-08-30,1.7,Billable
7482,22,19,2022-08-31,1.6,Billable
7483,22,19,2022-09-02,2.3,Billable
7484,22,19,2022-09-06,1.7,Billable
7485,22,19,2022-09-07,2.2,Billable
7486,22,19,2022-09-08,2.1,Billable
7487,22,19,2022-09-09,2.2,Billable
7488,22,19,2022-09-12,2.3,Billable
7489,22,19,2022-09-13,2.0,Billable
7490,22,19,2022-09-14,1.7,Non-billable
7491,22,19,2022-09-15,1.9,Billable
7492,22,19,2022-09-16,1.9,Billable
7493,22,19,2022-09-19,2.0,Billable
7494,22,19,2022-09-20,2.1,Billable
7495,22,19,2022-09-21,2.3,Billable
7496,22,19,2022-09-22,2.1,Billable
7497,22,19,2022-09-23,2.3,Billable
7498,22,19,2022-09-26,1.8,Non-billable
7499,22,19,2022-09-27,2.2,Billable
7500,22,19,2022-09-28,2.3,Billable
7501,22,19,2022-09-29,1.8,Billable
7502,22,19,2022-09-30,2.1,Billable
7503,22,19,2022-10-04,2.3,Billable
7504,22,19,2022-10-05,1.9,Billable
7505,22,19,2022-10-06,2.0,Non-billable
7506,22,19,2022-10-07,1.9,Non-billable
7507,22,19,2022-10-10,2.3,Non-billable
7508,22,19,2022-10-11,2.3,Billable
7509,22,19,2022-10-12,2.0,Billable
7510,22,19,2022-10-13,2.0,Non-billable
7511,22,19,2022-10-14,2.2,Billable
7512,22,19,2022-10-17,2.3,Billable
7513,22,19,2022-10-18,1.8,Billable
7514,22,19,2022-10-20,1.9,Billable
7515,22,19,2022-10-24,1.8,Billable
7516,22,19,2022-10-25,2.0,Billable
7517,22,19,2022-10-26,2.1,Billable
7518,22,19,2022-10-27,2.1,Billable
7519,22,19,2022-10-31,2.2,Billable
7520,22,19,2022-11-01,2.2,Non-billable
7521,22,19,2022-11-03,2.1,Billable
7522,22,19,2022-11-04,2.2,Billable
7523,22,19,2022-11-08,1.8,Billable
7524,22,19,2022-11-09,2.0,Billable
7525,22,19,2022-11-10,2.0,Billable
7526,22,19,2022-11-11,2.1,Billable
7527,22,19,2022-11-14,1.9,Billable
7528,22,19,2022-11-15,2.0,Billable
7529,22,19,2022-11-16,1.9,Non-billable
7530,22,19,2022-11-17,2.3,Billable
7531,22,19,2022-11-18,2.1,Billable
7532,22,19,2022-11-21,2.2,Billable
7533,22,19,2022-11-23,2.1,Billable
7534,22,19,2022-11-24,2.0,Billable
7535,22,19,2022-11-25,2.2,Billable
7536,22,19,2022-11-28,1.9,Billable
7537,22,19,2022-11-30,2.3,Billable
7538,22,19,2022-12-01,1.7,Billable
7539,22,19,2022-12-05,1.7,Billable
7540,22,19,2022-12-06,2.0,Billable
7541,22,19,2022-12-07,1.9,Billable
7542,22,19,2022-12-08,1.9,Billable
7543,22,19,2022-12-09,1.6,Billable
7544,22,19,2022-12-12,1.8,Billable
7545,22,19,2022-12-13,1.5,Billable
7546,22,19,2022-12-14,1.7,Billable
7547,22,19,2022-12-15,1.6,Billable
7548,22,19,2022-12-16,1.5,Billable
7549,22,19,2022-12-19,2.0,Billable
7550,22,19,2022-12-20,1.9,Billable
7551,22,19,2022-12-21,1.5,Billable
7552,22,19,2022-12-22,1.9,Billable
7553,22,19,2022-12-23,1.6,Billable
7554,22,19,2022-12-26,1.8,Billable
7555,22,19,2022-12-27,2.0,Billable
7556,22,19,2022-12-28,1.6,Billable
7557,22,19,2022-12-29,2.0,Billable
7558,22,19,2022-12-30,1.7,Billable
7559,22,19,2023-01-03,2.2,Billable
7560,22,19,2023-01-10,1.9,Billable
7561,22,19,2023-01-11,1.9,Billable
7562,22,19,2023-01-12,1.8,Billable
7563,22,19,2023-01-13,2.2,Billable
7564,22,19,2023-01-16,2.0,Billable
7565,22,19,2023-01-17,1.8,Billable
7566,22,19,2023-01-19,2.2,Billable
7567,22,19,2023-01-20,2.0,Billable
7568,22,19,2023-01-23,2.0,Non-billable
7569,22,19,2023-01-24,2.3,Billable
7570,22,19,2023-01-31,2.2,Billable
7571,22,19,2023-02-01,2.0,Billable
7572,22,19,2023-02-02,2.3,Billable
7573,22,19,2023-02-03,2.2,Billable
7574,22,19,2023-02-06,2.2,Billable
7575,22,19,2023-02-07,2.0,Billable
7576,22,19,2023-02-08,1.8,Billable
7577,22,19,2023-02-09,2.0,Billable
7578,22,19,2023-02-10,2.2,Billable
7579,22,19,2023-02-13,2.0,Billable
7580,22,19,2023-02-14,2.3,Non-billable
7581,22,19,2023-02-16,2.2,Billable
7582,22,19,2023-02-17,2.3,Billable
7583,22,19,2023-02-21,2.2,Billable
7584,22,19,2023-02-22,1.7,Billable
7585,22,19,2023-02-23,1.8,Billable
7586,22,19,2023-02-24,2.2,Billable
7587,22,19,2023-02-27,2.4,Billable
7588,22,19,2023-03-01,2.2,Billable
7589,22,19,2023-03-02,1.8,Billable
7590,22,19,2023-03-03,1.8,Billable
7591,22,19,2023-03-06,2.1,Billable
7592,22,19,2023-03-07,2.2,Billable
7593,22,19,2023-03-08,2.3,Billable
7594,22,19,2023-03-09,1.9,Billable
7595,22,19,2023-03-10,2.2,Billable
7596,22,19,2023-03-13,2.1,Billable
7597,22,19,2023-03-14,1.9,Billable
7598,22,19,2023-03-15,2.2,Billable
7599,22,19,2023-03-16,1.7,Billable
7600,22,19,2023-03-17,2.3,Billable
7601,22,19,2023-03-22,1.7,Non-billable
7602,22,19,2023-03-23,1.8,Billable
7603,22,19,2023-03-27,2.0,Billable
7604,22,19,2023-03-28,2.3,Billable
7605,22,19,2023-03-29,2.0,Billable
7606,22,19,2023-03-30,1.8,Billable
7607,22,19,2023-03-31,1.9,Billable
7608,22,19,2023-04-04,2.2,Billable
7609,22,19,2023-04-05,1.9,Billable
7610,22,19,2023-04-06,1.9,Billable
7611,22,19,2023-04-07,2.2,Billable
7612,22,19,2023-04-10,2.0,Billable
7613,22,19,2023-04-11,2.2,Billable
7614,25,19,2022-06-06,2.1,Billable
7615,25,19,2022-06-07,1.6,Billable
7616,25,19,2022-06-08,2.0,Billable
7617,25,19,2022-06-09,1.6,Billable
7618,25,19,2022-06-10,2.0,Billable
7619,25,19,2022-06-13,1.6,Billable
7620,25,19,2022-06-14,2.0,Billable
7621,25,19,2022-06-15,1.7,Billable
7622,25,19,2022-06-16,2.2,Billable
7623,25,19,2022-06-17,1.5,Billable
7624,25,19,2022-06-20,2.1,Non-billable
7625,25,19,2022-06-21,1.7,Billable
7626,25,19,2022-06-22,2.0,Billable
7627,25,19,2022-06-23,1.8,Billable
7628,25,19,2022-06-24,1.7,Billable
7629,25,19,2022-06-28,1.8,Non-billable
7630,25,19,2022-06-30,1.8,Billable
7631,25,19,2022-07-01,1.6,Billable
7632,25,19,2022-07-04,1.8,Billable
7633,25,19,2022-07-05,1.6,Billable
7634,25,19,2022-07-07,1.7,Billable
7635,25,19,2022-07-08,2.0,Billable
7636,25,19,2022-07-11,1.7,Billable
7637,25,19,2022-07-12,2.0,Billable
7638,25,19,2022-07-13,1.7,Billable
7639,25,19,2022-07-14,2.0,Billable
7640,25,19,2022-07-15,2.1,Billable
7641,25,19,2022-07-18,2.0,Billable
7642,25,19,2022-07-19,1.8,Billable
7643,25,19,2022-07-20,1.7,Billable
7644,25,19,2022-07-22,2.1,Billable
7645,25,19,2022-07-25,1.9,Billable
7646,25,19,2022-07-26,1.9,Billable
7647,25,19,2022-07-27,1.9,Billable
7648,25,19,2022-07-28,1.9,Billable
7649,25,19,2022-07-29,1.5,Billable
7650,25,19,2022-08-02,1.7,Billable
7651,25,19,2022-08-03,1.5,Billable
7652,25,19,2022-08-04,2.2,Billable
7653,25,19,2022-08-05,1.6,Billable
7654,25,19,2022-08-08,1.6,Billable
7655,25,19,2022-08-09,1.9,Billable
7656,25,19,2022-08-10,1.8,Non-billable
7657,25,19,2022-08-11,1.8,Non-billable
7658,25,19,2022-08-12,2.1,Billable
7659,25,19,2022-08-15,1.7,Billable
7660,25,19,2022-08-16,2.0,Billable
7661,25,19,2022-08-17,2.1,Billable
7662,25,19,2022-08-18,1.5,Billable
7663,25,19,2022-08-19,1.8,Billable
7664,25,19,2022-08-23,1.7,Billable
7665,25,19,2022-08-25,1.8,Billable
7666,25,19,2022-08-26,1.9,Billable
7667,25,19,2022-08-29,1.9,Billable
7668,25,19,2022-09-01,1.8,Billable
7669,25,19,2022-09-02,1.9,Billable
7670,25,19,2022-09-06,2.2,Billable
7671,25,19,2022-09-07,1.9,Billable
7672,25,19,2022-09-08,1.9,Billable
7673,25,19,2022-09-12,2.2,Billable
7674,25,19,2022-09-13,1.8,Non-billable
7675,25,19,2022-09-14,2.2,Billable
7676,25,19,2022-09-15,2.3,Billable
7677,25,19,2022-09-16,1.9,Billable
7678,25,19,2022-09-19,1.9,Billable
7679,25,19,2022-09-20,1.9,Non-billable
7680,25,19,2022-09-21,2.1,Billable
7681,25,19,2022-09-22,2.3,Billable
7682,25,19,2022-09-23,1.9,Billable
7683,25,19,2022-09-26,2.2,Non-billable
7684,25,19,2022-09-27,1.7,Billable
7685,25,19,2022-09-28,2.3,Billable
7686,25,19,2022-09-29,2.2,Billable
7687,25,19,2022-10-03,2.2,Billable
7688,25,19,2022-10-04,2.0,Billable
7689,25,19,2022-10-06,1.8,Billable
7690,25,19,2022-10-07,2.4,Billable
7691,25,19,2022-10-10,1.8,Non-billable
7692,25,19,2022-10-11,1.8,Billable
7693,25,19,2022-10-12,2.0,Non-billable
7694,25,19,2022-10-13,1.9,Billable
7695,25,19,2022-10-17,2.4,Non-billable
7696,25,19,2022-10-18,2.2,Billable
7697,25,19,2022-10-19,2.3,Billable
7698,25,19,2022-10-20,2.0,Billable
7699,25,19,2022-10-21,2.0,Non-billable
7700,25,19,2022-10-24,2.3,Billable
7701,25,19,2022-10-25,1.9,Billable
7702,25,19,2022-10-26,1.8,Billable
7703,25,19,2022-10-27,1.8,Billable
7704,25,19,2022-10-28,1.9,Billable
7705,25,19,2022-10-31,1.9,Billable
7706,25,19,2022-11-01,2.3,Billable
7707,25,19,2022-11-02,2.3,Non-billable
7708,25,19,2022-11-04,2.0,Billable
7709,25,19,2022-11-07,1.8,Billable
7710,25,19,2022-11-08,1.9,Billable
7711,25,19,2022-11-09,1.9,Billable
7712,25,19,2022-11-11,2.1,Billable
7713,25,19,2022-11-14,2.1,Billable
7714,25,19,2022-11-15,2.2,Billable
7715,25,19,2022-11-16,1.8,Billable
7716,25,19,2022-11-17,2.2,Billable
7717,25,19,2022-11-18,1.9,Non-billable
7718,25,19,2022-11-21,1.7,Billable
7719,25,19,2022-11-22,1.9,Billable
7720,25,19,2022-11-23,2.3,Billable
7721,25,19,2022-11-24,1.9,Non-billable
7722,25,19,2022-11-25,2.3,Billable
7723,25,19,2022-11-29,2.0,Billable
7724,25,19,2022-12-01,1.9,Billable
7725,25,19,2022-12-02,1.7,Billable
7726,25,19,2022-12-05,1.4,Billable
7727,25,19,2022-12-06,1.6,Billable
7728,25,19,2022-12-07,1.9,Billable
7729,25,19,2022-12-08,1.9,Billable
7730,25,19,2022-12-09,1.6,Billable
7731,25,19,2022-12-12,1.8,Billable
7732,25,19,2022-12-13,1.6,Billable
7733,25,19,2022-12-14,1.5,Billable
7734,25,19,2022-12-15,1.8,Billable
7735,25,19,2022-12-16,1.5,Billable
7736,25,19,2022-12-19,1.8,Billable
7737,25,19,2022-12-20,1.5,Billable
7738,25,19,2022-12-21,1.7,Non-billable
7739,25,19,2022-12-22,1.7,Billable
7740,25,19,2022-12-23,1.6,Billable
7741,25,19,2022-12-27,1.7,Billable
7742,25,19,2022-12-28,2.0,Billable
7743,25,19,2022-12-29,1.6,Billable
7744,25,19,2022-12-30,1.9,Billable
7745,25,19,2023-01-02,2.2,Billable
7746,25,19,2023-01-03,2.2,Billable
7747,25,19,2023-01-04,1.8,Billable
7748,25,19,2023-01-09,1.8,Billable
7749,25,19,2023-01-10,2.1,Billable
7750,25,19,2023-01-11,1.9,Billable
7751,25,19,2023-01-16,2.4,Billable
7752,25,19,2023-01-17,2.1,Billable
7753,25,19,2023-01-19,1.8,Billable
7754,25,19,2023-01-20,2.4,Billable
7755,25,19,2023-01-23,2.2,Billable
7756,25,19,2023-01-24,2.1,Billable
7757,25,19,2023-01-25,2.3,Billable
7758,25,19,2023-01-26,2.1,Billable
7759,25,19,2023-01-27,1.9,Billable
7760,25,19,2023-01-31,1.9,Billable
7761,25,19,2023-02-01,2.1,Billable
7762,25,19,2023-02-02,1.7,Billable
7763,25,19,2023-02-03,2.0,Billable
7764,25,19,2023-02-06,2.0,Billable
7765,25,19,2023-02-07,2.3,Billable
7766,25,19,2023-02-08,2.0,Billable
7767,25,19,2023-02-09,2.1,Billable
7768,25,19,2023-02-10,1.8,Billable
7769,25,19,2023-02-15,1.7,Billable
7770,25,19,2023-02-16,2.0,Billable
7771,25,19,2023-02-17,2.4,Billable
7772,25,19,2023-02-20,2.1,Billable
7773,25,19,2023-02-21,1.8,Billable
7774,25,19,2023-02-22,2.2,Billable
7775,25,19,2023-02-24,1.8,Billable
7776,25,19,2023-02-27,2.0,Non-billable
7777,25,19,2023-02-28,2.0,Billable
7778,25,19,2023-03-01,1.8,Billable
7779,25,19,2023-03-02,1.8,Billable
7780,25,19,2023-03-03,2.3,Billable
7781,25,19,2023-03-06,2.1,Billable
7782,25,19,2023-03-07,2.1,Non-billable
7783,25,19,2023-03-08,2.2,Billable
7784,25,19,2023-03-09,2.0,Billable
7785,25,19,2023-03-13,1.9,Billable
7786,25,19,2023-03-14,2.2,Billable
7787,25,19,2023-03-15,1.8,Billable
7788,25,19,2023-03-16,1.7,Billable
7789,25,19,2023-03-17,1.9,Billable
7790,25,19,2023-03-20,2.3,Billable
7791,25,19,2023-03-22,2.0,Billable
7792,25,19,2023-03-23,2.0,Billable
7793,25,19,2023-03-24,1.9,Billable
7794,25,19,2023-03-27,2.2,Billable
7795,25,19,2023-03-29,1.8,Billable
7796,25,19,2023-03-30,2.0,Billable
7797,25,19,2023-03-31,1.8,Billable
7798,25,19,2023-04-03,2.2,Billable
7799,25,19,2023-04-06,2.3,Non-billable
7800,25,19,2023-04-10,1.8,Billable
7801,5,19,2022-07-04,7.0,Billable
7802,5,19,2022-07-06,6.8,Billable
7803,5,19,2022-07-07,7.2,Billable
7804,5,19,2022-07-08,6.6,Billable
7805,5,19,2022-07-11,6.6,Non-billable
7806,5,19,2022-07-12,8.4,Billable
7807,5,19,2022-07-13,6.9,Non-billable
7808,5,19,2022-07-15,7.7,Billable
7809,5,19,2022-07-20,8.4,Billable
7810,5,19,2022-07-21,8.2,Billable
7811,5,19,2022-07-22,7.3,Billable
7812,5,19,2022-07-25,7.8,Billable
7813,5,19,2022-07-26,7.9,Billable
7814,5,19,2022-07-28,7.1,Billable
7815,5,19,2022-07-29,6.6,Billable
7816,5,19,2022-08-01,6.4,Non-billable
7817,5,19,2022-08-02,7.6,Billable
7818,5,19,2022-08-03,8.2,Billable
7819,5,19,2022-08-04,7.4,Billable
7820,5,19,2022-08-05,6.7,Billable
7821,5,19,2022-08-08,7.3,Billable
7822,5,19,2022-08-10,7.5,Billable
7823,5,19,2022-08-11,7.2,Billable
7824,5,19,2022-08-12,6.9,Billable
7825,5,19,2022-08-15,6.5,Billable
7826,5,19,2022-08-17,7.2,Billable
7827,5,19,2022-08-18,7.2,Billable
7828,5,19,2022-08-19,7.0,Billable
7829,5,19,2022-08-22,6.8,Billable
7830,5,19,2022-08-23,8.4,Billable
7831,5,19,2022-08-24,7.2,Billable
7832,5,19,2022-08-25,8.6,Billable
7833,5,19,2022-08-26,6.7,Billable
7834,5,19,2022-08-30,7.3,Billable
7835,5,19,2022-08-31,7.3,Billable
7836,5,19,2022-09-01,8.7,Billable
7837,5,19,2022-09-02,9.1,Billable
7838,5,19,2022-09-05,9.5,Billable
7839,5,19,2022-09-06,8.9,Billable
7840,5,19,2022-09-07,7.6,Billable
7841,5,19,2022-09-08,8.3,Billable
7842,5,19,2022-09-09,8.2,Billable
7843,5,19,2022-09-12,7.4,Billable
7844,5,19,2022-09-13,8.3,Billable
7845,5,19,2022-09-15,9.3,Billable
7846,5,19,2022-09-16,7.0,Billable
7847,5,19,2022-09-19,9.1,Billable
7848,5,19,2022-09-20,7.9,Billable
7849,5,19,2022-09-21,7.0,Billable
7850,5,19,2022-09-22,8.6,Non-billable
7851,5,19,2022-09-23,8.0,Billable
